alpha,delta,u,g,r,i,z,redshift,class
213.26924479033528,54.54466160987943,16.52752470468441,15.690145074609358,15.312588418893323,15.093558624256266,15.060692799414984,0.0001780143456464759,STAR
16.72214857919918,7.049029801545814,18.024933940610833,17.274838998932623,17.156379696215115,16.894000571636198,16.67600216425889,0.00021385163444897413,STAR
218.7161466845178,-33.96461415191934,18.10290435017121,17.126497029791715,16.7780640786124,16.728156238178393,16.47580381148381,-0.0003667538766874248,STAR
61.38868452742495,19.860080995965305,15.71031953288683,15.003811397325261,14.594830711501773,14.496712380587176,14.430466592906951,-9.384822798296551e-05,STAR
23.418573474700626,38.90712136017484,15.921021901626712,15.549697464842358,15.121455097139497,14.862540752793846,15.026603001121325,0.00038339061104190186,STAR
341.59879341119995,-40.927679867963924,19.029569421866835,18.363336009612826,17.806079234823656,17.618606696846747,17.482161895891558,0.000489427552967451,STAR
347.62753190684134,-15.561161725436733,16.99911925080516,16.37797174075875,15.851642570280855,15.611147300133425,15.52594370300366,0.00040935423265096047,STAR
291.023045321926,-68.06050319934944,15.801964220406452,14.770618334695152,14.414207331138252,14.220990318988504,14.20119158842436,-0.0008987557335938421,STAR
109.66095690241345,-57.393117083757545,20.5530928611959,19.668387718919625,19.31466449625704,19.071297620537212,18.9948840378492,0.00053847130545065,STAR
35.161961042298195,32.60121371369691,20.403020040559948,19.946474091062843,19.452734827024948,19.189329613739,19.122068407494908,-7.381014306233982e-05,STAR
246.32388954437647,-57.34109741478715,17.496911436466082,16.404373442229474,16.097127940018755,15.910098614842504,15.711762681324853,0.0008440542328342492,STAR
158.45489774625648,4.529409060070833,15.319043274610188,14.49605816504771,13.992515426236977,13.835783760688987,13.774952156637426,0.0005823289288587067,STAR
43.93376454412038,37.62832711003789,19.61344950153965,18.76318701588072,18.24356680279919,18.105363102725015,18.10820459776324,0.0006104745269446647,STAR
178.26368764005727,-70.7621538429461,19.215935926425708,18.434443232855056,18.097221306852017,17.919447313216388,17.8021217561581,0.00012452346937715395,STAR
12.379867601478622,12.116199533202632,18.601973321576367,17.71541330883393,17.377585435787815,17.17314855061709,16.975114339086325,-0.0004868481609411621,STAR
327.3553447483615,-43.818698933754526,19.01303902647668,18.274975226910236,17.885702463902422,17.677403163119326,17.60313330591054,-0.0005622268076714568,STAR
93.1607933760061,83.32683754276437,19.98725563631453,19.396216316135675,19.00422513298185,18.75476487744417,18.80870033477871,-0.00016837555427691388,STAR
238.5080223674335,-2.961783590413546,18.728634044446416,18.1127617502309,17.57271253250447,17.498529027591157,17.34449316150359,0.00022130048799391347,STAR
112.21598739218794,55.07865895952847,16.862204766428277,16.123858118080783,15.734149109184495,15.640909807050011,15.332221929087122,0.0002471499201858273,STAR
187.22448762401189,9.040777588127114,18.923674187018204,18.103392289730877,17.6059906054448,17.487391321733053,17.366873422699634,-0.00021553674247709533,STAR
196.81570056358066,-82.18574408613254,17.156898237748905,16.419270914109934,16.00927780995138,15.865233045539116,15.672105951555189,2.676628969494745e-05,STAR
66.54760398918974,23.96724760692402,18.96953206849685,18.037456102232134,17.651188262863766,17.526210308524185,17.40116645508953,0.00012646238287311132,STAR
349.0504659952411,81.25260159719826,16.4634540415046,15.782084580176512,15.427617987971566,15.104647479069019,15.106408131512016,0.0001262901067741969,STAR
279.04781641000125,18.29012762633961,20.534453166425386,19.86254758834444,19.48499027133048,19.276195892959723,19.220341632368715,0.0005725467127324735,STAR
338.2196189631081,57.453994696822235,16.74008343819177,16.189467055142455,15.787024103049118,15.57065893092884,15.527420070845695,0.0008080196427718588,STAR
322.1378461539536,69.1571634027134,18.672773553976185,17.9398861120384,17.442621656284768,17.237289508092722,17.100235841058552,0.0006253653435328434,STAR
215.24399237199066,-48.945641049192155,18.88758074640634,18.23536428183761,17.92586558097076,17.70341621580767,17.570035401663418,0.00022419255952197417,STAR
331.8747246083221,-51.8319288165192,18.19605226674398,17.390749212518223,16.87260826643672,16.71210987989577,16.797641807594353,-0.0002022986817047747,STAR
31.85730073869102,19.97657799317851,19.010167627573633,18.11038677630202,17.726492858910664,17.424282040189777,17.537718529380985,0.00043106052381165744,STAR
70.55383047089227,-16.014875434793154,18.65614162734773,17.9189836786917,17.62905798788622,17.502315404525167,17.32380234824592,-0.0003519257414008217,STAR
16.281824007793702,61.175034516009674,17.846335713732447,16.950815268208334,16.529599904735228,16.409915328964484,16.288097763707842,0.000199906575398409,STAR
117.11891907477516,72.00416221164201,19.62198734183127,18.871274092986603,18.288982137650038,18.19173154480917,18.13959233502643,-0.00046040563344780283,STAR
139.92382428821352,-26.38415172551074,16.746235449385605,16.00009652762936,15.436615602237662,15.412601337183357,15.142825343645923,-5.960207974554615e-05,STAR
97.68565143860253,-47.363299384593226,18.368065955230136,17.799929377860792,17.369134734681854,17.073312994697964,17.127193798547022,-0.00025263109166613254,STAR
298.34550329469454,50.49459274389514,20.728106539090938,19.89228607626201,19.544433277421387,19.275199358012905,19.16656634975457,-0.00019385150560158576,STAR
128.43119760969213,-40.534913601335504,15.537712042999605,14.693933122977631,14.359752249475866,14.044701493722556,14.019475582917444,-0.00011395019734786833,STAR
101.13642348745708,58.07057733246211,15.86586900010559,15.274919421383641,14.890566257723712,14.80535259459884,14.519707509386627,-0.0003044745539257902,STAR
195.37058993696945,-13.727114343222695,15.797734970303676,14.983622713808304,14.690428338859585,14.52774850984241,14.47273732681685,-0.00022296922124332848,STAR
50.73272099091455,30.15898187246468,16.14024808116704,15.170046424117718,14.71216559968555,14.596062241983898,14.643273427328811,0.0001128749629721708,STAR
288.79091307145427,-72.80364350975972,15.981891862288464,15.423620051238137,14.771806686068484,14.473992317092726,14.44477026013118,-0.0007104985333865807,STAR
26.838231724717495,22.294678441783148,15.369632745710705,14.81311759667949,14.39320475616733,14.066741270136497,14.206681992457472,0.0006564638156366295,STAR
355.2792971761862,-8.681817827298758,18.941977863668306,18.10654116929975,17.68935771947881,17.31545404822035,17.341779515152922,0.00033806318847372864,STAR
278.0081169467967,15.589523371585344,16.528820317954768,15.46594142788756,14.907178058707022,14.755901967608962,14.73097097438833,0.00041433009536702734,STAR
71.53764535230206,-59.75744260592458,19.673289973440042,19.036424112651094,18.807015149889462,18.506951264917706,18.40453231352655,-0.00011993527850995223,STAR
1.9879621644968637,42.63727408995277,20.4722390935482,19.50743576622134,19.215386731056817,19.24772048019213,18.809619658517317,0.00026428935778549954,STAR
293.5661142437403,65.30347395778114,18.461182636689855,17.32286451764532,17.050481250960246,16.75185827056149,16.680755790098246,-0.00033490497241988015,STAR
254.46864378514215,-50.986835983660384,16.46920180273896,15.559865354140006,15.221922974190523,14.98763659628824,14.909653269904435,0.00017803458854136065,STAR
262.4425804947554,-72.77138000637089,16.169200047507328,15.135186538210156,14.750610230124115,14.568064204647076,14.604478695497566,7.764305238134308e-05,STAR
277.6573248069405,-85.74505451165945,19.655594990658933,18.67981140925213,18.343475579574967,18.1234487919783,18.04153033808264,0.0002155676740574938,STAR
26.65607462427253,25.554870079787875,16.72808300630095,15.970758456097968,15.415995018497622,15.28453134213318,14.939157703988855,-0.00023384709226287984,STAR
129.04766227593814,19.276926495980533,15.840140368514007,14.913037701002981,14.482961096669168,14.257139463555411,14.208813073521467,0.00035599502488684,STAR
41.7128614290467,8.405534288532607,17.673616994490427,17.01041542977436,16.42727152903274,16.32466835707687,16.21202198551726,0.0005553351112833791,STAR
310.71723331521366,-48.24952269912443,19.66163681343121,18.840541430318666,18.672044219977614,18.36926111736953,18.253669831217664,0.000354692943821817,STAR
224.38732565792085,-19.636920737007358,17.644399104516722,17.32948571041762,16.74264366947149,16.580002357793752,16.452464820911388,-0.0001696945333592174,STAR
119.1232889469537,17.00574033351114,16.5435088628945,15.616782738748656,15.265402322478895,15.062431339087334,15.128255628144112,-0.00019486320905828247,STAR
22.88100610296851,-0.5819654053495071,17.276214409922716,16.592360034796112,16.119966859189375,16.01714842096904,15.92506544685417,0.0007394435333185647,STAR
111.9536358176384,87.80139363867971,20.214297172147663,19.493673796193264,19.18698869171589,18.921323505054744,18.740023143073017,-0.00048187731313124513,STAR
117.06599592962894,-65.44084453978803,15.379334169829509,14.590795336804922,14.159759845006155,13.982748351815896,14.023383102918473,0.0003941798742460874,STAR
262.6582242017031,35.12601972856689,16.99622459843364,16.199863436540493,15.698388999811339,15.468044375550424,15.545649217235946,0.00041535106190605954,STAR
229.5206896878767,-17.222621741227414,18.5341953813285,17.80183760968785,17.342818267097613,17.193394786739017,17.22444952628183,-0.0001865981516912792,STAR
319.39658732747756,-12.924069313389339,20.27489974715917,19.42969535013794,19.090394779250765,18.969036172126533,18.83964500097249,0.00019395147261285273,STAR
169.99737305830175,39.167597818471734,17.930314358201617,16.9953014575544,16.818648507753256,16.620541370147073,16.50501588012252,0.0006084024908637521,STAR
43.053928537788615,34.63850723838654,20.258891659877847,19.443880124467515,19.00575106388193,18.68458530858514,18.503240314211816,-0.0006214334173659229,STAR
256.7681234002782,88.42607886639391,20.235570907340318,19.154598534021712,18.824002177186493,18.6165407074037,18.512330114456475,-0.00042262305710410113,STAR
273.88261750208306,-66.88902789825747,17.599164028054215,16.936033680072875,16.36163368261239,16.01671637745343,16.142801189950664,-0.0006499191960411958,STAR
202.05979112501865,-71.26026311085006,17.72284598403005,16.79671695483099,16.449326909586574,16.118436297506584,16.140489513570852,7.99241734874854e-05,STAR
277.54818478364194,40.38098708317341,20.0018083929893,18.99638452731139,18.504558769425064,18.384140698435115,18.262067218545795,0.0002025467910105018,STAR
177.76641469118067,14.109645061153643,15.604969290849745,15.215667517108674,14.650319552313512,14.422669315182231,14.281703535679208,-8.488358796046068e-05,STAR
188.18381857751785,-40.651080019234946,17.865955709841263,17.385829765489376,16.92430658668846,16.763657762159774,16.58453384768697,-5.84239540188668e-05,STAR
153.91476660907787,-75.70451358198241,15.428168088214568,14.878977683961832,14.318036574454501,13.983370392699822,14.038812547169577,-0.0006189215955753462,STAR
9.150885627874267,-74.5815150726425,17.24008255843532,16.41898696997819,15.867432615012406,15.749360153357474,15.791004451270783,-0.00020744319161211788,STAR
38.8409137175896,70.9543574395413,16.77708524406534,15.92177159557581,15.782429212466417,15.64912641937974,15.62501333036075,-0.0001852645448341596,STAR
11.31450684722433,-55.463881550626276,19.611098523191654,18.706296956287943,18.550467968598152,18.314985587818477,18.263536975911922,0.0007828698134558554,STAR
229.10774805496095,-31.793118819206263,15.006375731302779,14.513799993081344,14.202300269942452,13.901041311574353,13.885523256473688,0.00017874900032107923,STAR
113.1681531874776,-49.201847599142155,19.11092288971562,18.260486962558353,17.94447665863087,17.65858236777109,17.649126128395494,0.0001949655707619373,STAR
183.085448819293,-26.100664950251286,15.729608234324811,14.61742263787157,14.480370468977114,14.195516386634832,14.164965759053342,0.00047889876945809116,STAR
326.72393061339346,-77.5037083057032,17.184236168237167,16.42513916795993,16.000554355458938,15.71106303972269,15.869753329402235,0.0005146389477590498,STAR
89.74520249359497,3.430762363488668,15.405272339115498,14.746026696851287,14.40146743108942,14.158965935676312,14.076256082136918,-0.00021173284497934836,STAR
147.73785229282672,-77.82973855340131,16.148085405655998,15.426935831480725,14.925832314916535,14.599011970003895,14.660474893035717,-0.00010237222466790135,STAR
271.99840987549754,54.06417140802509,20.372462245508327,19.60794490343288,19.075206103093862,19.074873800571563,18.858905507563477,0.0006527427596356436,STAR
82.36733957698408,-47.93182525612205,19.169866452605916,18.075647430372445,17.71097955487514,17.547831579969387,17.441097152717017,0.0005019247773876679,STAR
27.712767538365476,7.202144628811908,19.550602044458163,18.933943853825536,18.6363702123866,18.47046241864948,18.340003651106244,0.0004875883159174653,STAR
104.31052304895648,68.41423576106249,18.128466414706182,17.051065343104224,16.816242098871026,16.62067628687423,16.678288289923294,-0.0002768608848307561,STAR
58.039663411441595,27.157926428494946,17.258192240866165,16.360287971558527,15.895457678914164,15.748322124080948,15.531244284458602,0.0003422222636082848,STAR
334.69115484332633,5.932401579240349,20.657842848751233,19.813189804554025,19.510945844570845,19.333846858323767,19.19117784292352,-0.00046074735383470965,STAR
290.9233366431901,-31.619924439232392,16.49230894710635,15.437736801223751,15.16662924298135,15.002067323437466,14.894632460462885,-0.00048379077416752214,STAR
228.02535234375244,-30.059655649524373,19.238985740162363,18.542581818463756,18.108422927921406,17.992604842058288,17.827690172688836,-0.000202908564237525,STAR
313.72581246757835,30.507651935674218,19.95534280160865,19.250217696880604,18.680784577332773,18.68171656769635,18.48352043414107,-0.0001645972578248721,STAR
289.32194768368123,88.94508501981016,15.160663330752422,14.562623242152274,14.0670053601101,13.821856211013634,13.796602372977478,-2.974743952748582e-05,STAR
67.1652211989729,29.131054172888156,18.335825109356467,17.29097639801433,17.016766238722123,16.77168135649846,16.77776972129201,-0.0008508909681405982,STAR
321.321239456392,10.401015126604477,15.659688596109289,14.651250416391775,14.248611216096467,14.130555320135802,14.041718230708353,-0.00021949965336592753,STAR
194.16320708963426,41.51709184306429,20.30059150564769,19.42752708819977,19.159290495703896,18.887654734895495,18.526492488999125,-0.00014992882264872246,STAR
290.6784558590625,-6.262989788930739,17.140176287541575,16.002181236431536,15.851814851961896,15.544320945926163,15.600050691385537,0.00028572757434946127,STAR
322.59286797245755,-79.17437833185866,15.977585929282906,15.17698943889944,14.788731342404105,14.506303171275617,14.50745710515981,6.322139596805275e-05,STAR
114.481250989871,11.213426858023766,15.625869292922836,14.504749869263346,14.21695939276025,13.899675300471074,13.943039374933566,-0.00013023494286124878,STAR
39.618692829963635,82.37255121096842,19.97596214062738,19.251051169731085,18.852955433935605,18.686182521715537,18.723825939314185,0.0002062512353775826,STAR
82.056658515099,-58.44547037562127,18.845682637058864,18.220242004420875,17.726095905404758,17.446337806400113,17.542149620238302,-0.0004566687286957562,STAR
153.75880390545228,34.20088034771983,16.822484761416028,16.07150370107132,15.468057351268236,15.345527453666124,15.416706864553596,-0.00024705667077347865,STAR
294.48531573209755,-53.831936041369836,17.18613681915682,16.58309855295799,16.318777931384705,16.07832468121799,16.05435212438277,0.00021713134050827063,STAR
309.86300997228363,6.448983205154633,18.116201352354246,17.39134929561921,17.020415837201522,16.925464154414072,16.84908866830457,0.00018049012772740328,STAR
2.502766991228653,-72.59823906359047,17.119055081842255,16.35265579100796,15.864974734707658,15.65719678834205,15.311767014409678,0.0007310723931798786,STAR
183.86902892792367,-8.933231473526675,16.607279299990715,15.989722751468742,15.4650677821129,15.378174431040007,15.35462843349268,0.0002780811600335997,STAR
150.26796113356045,46.1093992011443,16.5638594004349,15.635470074929346,15.188617957151566,14.833737085384605,14.882024279020829,0.0002133940307298111,STAR
79.95881176946288,-27.437125636983225,17.598725273864506,17.150495045381145,16.49533035811705,16.37451152236486,16.360097533986693,-0.000501969067200917,STAR
43.15153224012581,29.68411040769925,20.752493945199614,19.90427918479698,19.270510807188675,19.10920498516989,19.028795421659634,-0.0003191254993349344,STAR
121.54146170530606,53.18099294215125,17.049351882286103,16.352464158379238,15.897337500480534,15.616619647126772,15.598171782141506,-0.0007431605805593149,STAR
339.4474934085069,76.89200750630147,19.054771835486427,18.253323796965855,17.897192021725353,17.730936240566212,17.52651496342361,0.0001010359709516365,STAR
116.35305552747188,-47.764425266018364,15.073956267579836,14.334894441714125,14.065453249087897,13.92102335053551,13.682305474447826,1.840109890130965e-05,STAR
186.76462382761179,-18.12313515432453,19.383034115204477,18.283719908317103,17.909779276707617,17.864976793359993,17.63226035458235,0.00011485334164919432,STAR
253.08682520226404,-62.56511760052486,17.54336082222386,16.683263229139882,16.165335987857137,16.119585116973763,16.028169563804987,5.371859889911716e-05,STAR
130.90665685654582,88.64703038850755,20.558235217569116,19.94357201594316,19.271930971470137,18.99963709881619,19.10879808997499,-0.0006355273901280886,STAR
349.84154977954586,76.86017422637315,17.288476899226037,16.516828215127887,16.10660821801678,15.91495180340724,15.979848047835809,-0.0009951234626140318,STAR
346.48102617916004,7.1922834505007245,19.92060997090042,19.306366446698625,18.76401613426818,18.474293688399698,18.62549750984514,0.00045674129792438865,STAR
90.6416264971311,61.565992987755834,16.984599822014868,16.04002433291834,15.74464813934221,15.451756675880757,15.54389903041424,0.0004245483859492534,STAR
179.00946212125876,3.7724359089675943,19.34407873634392,18.652430652418914,18.181348136773423,18.059252265840033,17.79814171451161,-0.0006952446558181547,STAR
108.31619153403707,22.24542384049674,18.53986327935351,17.835727298167757,17.391387451907324,17.115498407927426,17.206268479980658,0.0009280162888069038,STAR
102.54257797588834,-73.957602219117,15.850250495377132,15.10101706233411,14.506045111850666,14.171544164162833,14.370263290752968,-7.78747963083883e-06,STAR
13.279301047631806,45.948675689425414,16.724781342091116,15.633142620214207,15.467207547792313,15.233641296554799,15.227675063397859,-0.000536851099394046,STAR
219.44316023276286,-67.01157294565773,17.853809603600535,16.871974898223925,16.462727847035538,16.428712728983882,16.226580723602545,-6.222627780873424e-05,STAR
180.96444836239013,58.6921734454551,19.261944858069064,18.738900296490865,18.167664967931415,18.146177723600736,17.8874617742583,0.0006362328290471402,STAR
18.532350449996166,50.76505578066946,17.500242266894045,16.569657078466047,16.26313627961536,16.094598702076496,15.949399962763232,-0.00019774173514268675,STAR
100.31272712518012,37.57404559373576,18.051349315975877,17.084651976285894,16.724957478597286,16.447636550988715,16.303234848970785,-0.0005421790012449157,STAR
326.97571894799535,-83.49113150554282,19.127221394908116,17.950366941165466,17.636922840263765,17.469165540249477,17.57275477637586,-0.00021691293510506569,STAR
86.24228064011007,-35.43689592984085,18.147152756698123,17.497148701727887,17.18556104369768,16.92238853722371,16.950148116162115,-0.0002913088809626452,STAR
52.16215395284031,-42.639737416048284,16.360688889678542,15.480464629158776,15.198363744053191,14.968969885274213,14.663965320175839,0.00036788132563372075,STAR
176.20299369992267,-25.175446655126564,19.494132761713466,18.824379654691725,18.45964715461966,18.227690180287034,17.95886570017566,-0.00032112977758033695,STAR
354.83416347981625,-74.22430558250906,15.95582872659925,15.074144852577522,14.751265842367681,14.602886028943445,14.60932978836441,0.0001268587938841901,STAR
87.13989774414014,78.6524081455913,15.981744624280044,14.800587420148227,14.465598635102634,14.286607991042516,14.160575335621953,-3.9538080495722426e-05,STAR
241.96879706611628,9.68440332822773,15.967838687096357,15.002549092933164,14.678833215056578,14.444480309610352,14.647255921872947,0.00021269795325026353,STAR
274.1830615183383,-35.00562408155576,20.314283630850337,19.752341084939033,19.11390816442755,18.915408786241873,19.04681019558755,-0.00033282452193994267,STAR
85.54951583726388,-18.54332692662898,17.314981832667005,16.43627840922987,16.083518402077008,15.959830725069779,15.765894596044907,-0.0005797678916709673,STAR
262.15788550026946,-9.503542709129576,15.52987145956277,14.707815486357093,14.177194323065875,14.151110189773163,13.991251795367958,0.0005538128190375625,STAR
132.40192777893117,18.106980004911108,19.9287997986069,18.999996400025346,18.466547854893456,18.482366812025756,18.247806082144987,0.00023071752956552684,STAR
227.6300990136886,2.8222969853696043,18.61405401512362,17.600361910319126,17.26357697109978,17.151409590544308,17.042544471749782,-0.00024564902600332646,STAR
228.0706958739221,75.49055517859512,19.168650878424504,18.613534760476504,18.170682003166114,18.019105711412063,17.77867489814725,-8.406676311676061e-05,STAR
192.87888626691304,-0.5465730769505512,16.14287794343876,15.289011243632018,15.008142046753449,14.769676169881574,14.42157991182913,0.0008211888098006653,STAR
32.50431721958699,88.58844266819628,17.27564719551088,16.524223673877117,16.068928934473913,15.906069767738538,15.817964872718528,-0.0002938232387461886,STAR
300.7088984121257,63.25649239411723,18.336605396119996,17.61545440130155,17.121865675829714,16.80616330177294,16.77191899998665,5.277118670878283e-05,STAR
115.4808233898249,-52.468107415679555,20.32964089671971,19.684936582587635,19.12095964827796,19.012407915164165,18.934755923159994,5.240830483147928e-05,STAR
67.14666374394753,77.50713863590494,16.130733385135066,14.973496358498103,14.841740569847982,14.694969004463163,14.453842993983873,-0.0010412548351309194,STAR
14.67905095971501,-69.0540483806143,17.501494949122648,16.735678596039822,16.239140266893372,16.17568008676755,15.8455533988752,-0.0002264514354430272,STAR
212.72145954776704,57.14094752841447,15.807741068414334,14.87977951905307,14.55888616907793,14.488123513514655,14.314861292554262,-1.9235402932309034e-05,STAR
243.92317026322166,-21.48780717421559,15.465418478307594,14.668823965029897,14.42517795737134,14.172178736496159,14.050436981528701,0.00023825762302788782,STAR
5.971618414028215,68.0353776801125,17.444775366638375,16.590228793910185,16.221341214567552,15.95364116658059,16.01841132097703,-0.0003507095124847379,STAR
184.35350098774114,66.25020421934107,17.69021273780193,16.738355142076895,16.327046716594882,16.132620733627494,16.026032296494357,-0.00014649667899127182,STAR
81.53847907125767,55.066572021171794,16.16185837243372,14.948248688034289,14.795067812344236,14.370468906343289,14.373364091617374,0.0006516665459603781,STAR
232.26220454740195,52.205478535271055,16.13676866625488,15.014679791140997,14.6002006261499,14.48984180664481,14.545823885613828,-0.0006930176097417416,STAR
62.771914441796916,-35.157754962352655,18.35024917387691,17.441858587267788,17.270556032610912,17.09331924886039,16.933658556296677,-0.000324960939574968,STAR
248.73758571688774,-75.43452905077461,15.51929618751494,14.476185150283312,14.057525313709775,13.973294959186791,13.90007916124618,0.0007114620506152994,STAR
139.22472466819346,-17.46356782227093,19.68239972138897,18.92599393793799,18.32376083953445,18.176473805713613,18.026194396874207,-0.0006271437701461823,STAR
337.22279594522445,-58.76558730242844,18.21903482085595,17.708101770994986,17.296059252371354,17.077915040011085,17.095539054247304,-0.0003632824729154282,STAR
49.507539892557574,35.09119600244311,15.427785899248875,14.544012279153277,14.126048056361872,13.827767149911994,13.854983133281676,-0.0003027055908063706,STAR
122.78388637809306,-27.702049223198607,18.314837090714086,17.176840743139095,17.026017239007157,16.831908466551468,16.821545144237234,7.392412099589561e-05,STAR
40.85046764661207,85.60983615478469,18.43857639864137,17.81439710262984,17.299238015069083,17.098722884260916,16.856192619901243,0.0001147823417206835,STAR
332.8897025802826,25.374973922159768,16.583984067713086,15.803465320957198,15.504514978709857,15.131602240295326,15.0227898800343,0.0007450985969429051,STAR
315.8421672171532,58.04650145418498,18.59550235150123,17.655463526494188,17.350029545154744,17.11136413034127,17.20877268965875,-0.00015849187124070395,STAR
92.85898597745602,-66.14555890646729,15.476779813155439,14.594498320226819,14.07087400798503,13.956195270134964,13.966571016293447,0.0003016303732632358,STAR
237.59425657230446,65.16260680907206,18.78885949902195,18.23557965837332,17.75167357287732,17.516668223929734,17.352472776028808,-0.0002876437805796744,STAR
294.1999920724377,76.09629429241099,15.959717111966606,15.274749867330668,14.703055924593377,14.620423392487782,14.538868753551707,0.0003143248037187236,STAR
199.87229217580645,-2.3288546125915417,16.71685270526292,16.077767760205123,15.720990507549262,15.528198945142854,15.401379808494035,0.00015832791243836924,STAR
190.67420820816233,19.12552879517594,19.614417777921346,18.805841232704836,18.295634535430427,18.13375438174408,18.038596667235304,-0.00032858781161186005,STAR
87.0668247241626,47.665764162539176,19.005274984902474,18.44635189265985,17.912292640155894,17.814958694789464,17.90098060429923,-0.00037915708690759454,STAR
33.51699641012372,-58.52904709312574,19.22347569404942,18.356875092602696,18.057016336887465,17.84761892754382,17.809621844701596,3.0303737279351917e-05,STAR
322.99767286319764,0.4618937634196385,17.299508933795654,16.462958860894712,16.01932090730167,15.865881910486687,15.723903753255195,0.0001831222439703139,STAR
324.150500578799,-18.240655000983637,17.062369908289124,16.19295582976152,15.851223209180448,15.629500950030543,15.664847481826618,-0.00023478627483692886,STAR
227.91652461837646,-63.65268141079516,20.132618637419718,19.17207502021992,18.835590219519272,18.659251382959326,18.559664957960592,-0.0003302614731208569,STAR
122.05072477753224,-23.84380398752434,20.227472897787155,19.720609777645322,19.308666545022284,18.99833860625452,18.79299686785609,1.1641083330009043e-05,STAR
125.71544686055792,-77.72898431061115,16.972354529542823,16.14759006663277,15.775989003856935,15.415722793113403,15.489490270843612,0.0002361688245005854,STAR
